"Trgt_Genes"	"Drug_name"	"Drug_chembl_id"
"GRIA3"	"BECAMPANEL,CX1739,DASOLAMPANEL,FARAMPATOR,IRAMPANEL,MIBAMPATOR,MK-8777,PERAMPANEL,PF-04958242,PHENOBARBITAL,Selurampanel,TALAMPANEL,TEZAMPANEL,TOPIRAMATE,ZONAMPANEL"	"CHEMBL119625,CHEMBL1214124,CHEMBL1276138,CHEMBL1277001,CHEMBL14935,CHEMBL2103869,CHEMBL2107735,CHEMBL220492,CHEMBL29741,CHEMBL3545042,CHEMBL3707379,CHEMBL3707399,CHEMBL3707401,CHEMBL40,CHEMBL61872"
"GRIA4"	"(R,S)-AMPA,ANIRACETAM,BECAMPANEL,CHEMBL1097939,CHEMBL123132,CHEMBL1255648,CHEMBL136800,CHEMBL222418,CHEMBL265301,CHEMBL320642,CHEMBL334920,CHEMBL77862,CX1739,CYCLOTHIAZIDE,DASOLAMPANEL,FARAMPATOR,GYKI-52466,IRAMPANEL,JORO SPIDER TOXIN 3,MIBAMPATOR,MK-8777,NBQX,PERAMPANEL,PF-04958242,PIRACETAM,Selurampanel,TALAMPANEL,TEZAMPANEL,TOPIRAMATE,ZONAMPANEL"	"CHEMBL1097939,CHEMBL119625,CHEMBL1214124,CHEMBL123132,CHEMBL1255648,CHEMBL1276138,CHEMBL1277001,CHEMBL13378,CHEMBL136800,CHEMBL14935,CHEMBL2103869,CHEMBL2107735,CHEMBL220492,CHEMBL222418,CHEMBL222519,CHEMBL265301,CHEMBL275006,CHEMBL29741,CHEMBL313747,CHEMBL320642,CHEMBL334920,CHEMBL3545042,CHEMBL36715,CHEMBL36994,CHEMBL3707379,CHEMBL3707399,CHEMBL3707401,CHEMBL61593,CHEMBL61872,CHEMBL77862"
"GRIK1"	"2S,4R-4-METHYLGLUTAMATE,CHEMBL113180,CHEMBL121915,CHEMBL156717,CHEMBL274226,CHEMBL28472,CHEMBL301536,CHEMBL372797,CHEMBL373428,CHEMBL373429,CHEMBL387049,CHEMBL426,DASOLAMPANEL,DOMOIC ACID,KAINIC ACID,MESALAMINE,METHYPRYLON,Selurampanel,TEZAMPANEL,TOPIRAMATE"	"CHEMBL113180,CHEMBL1200790,CHEMBL121915,CHEMBL1232313,CHEMBL14935,CHEMBL156717,CHEMBL2103869,CHEMBL220492,CHEMBL274226,CHEMBL275040,CHEMBL28472,CHEMBL288166,CHEMBL301536,CHEMBL3545042,CHEMBL372797,CHEMBL373428,CHEMBL373429,CHEMBL387049,CHEMBL426,CHEMBL704"
"GRIK2"	"2S,4R-4-METHYLGLUTAMATE,BUTABARBITAL,BUTALBITAL,BUTETHAL,CHEMBL301536,DOMOIC ACID,HEXOBARBITAL,KAINIC ACID,MESALAMINE,METHARBITAL,METHYPRYLON,PENTOBARBITAL,PHENOBARBITAL,PRIMIDONE,SECOBARBITAL,Selurampanel,TALBUTAL,TEZAMPANEL,THIOPENTAL,TOPIRAMATE"	"CHEMBL1200790,CHEMBL1200802,CHEMBL1232313,CHEMBL14935,CHEMBL220492,CHEMBL275040,CHEMBL288166,CHEMBL301536,CHEMBL3545042,CHEMBL40,CHEMBL404422,CHEMBL441,CHEMBL447,CHEMBL448,CHEMBL449,CHEMBL450,CHEMBL454,CHEMBL704,CHEMBL7728,CHEMBL856"
"GRIK3"	"Selurampanel,TEZAMPANEL,TOPIRAMATE"	"CHEMBL14935,CHEMBL220492,CHEMBL3545042"
"GRIK4"	"2S,4R-4-METHYLGLUTAMATE,DOMOIC ACID,DYSIHERBAINE,KAINIC ACID,MESALAMINE,Selurampanel,TEZAMPANEL,TOPIRAMATE"	"CHEMBL1232313,CHEMBL14935,CHEMBL220492,CHEMBL221142,CHEMBL275040,CHEMBL288166,CHEMBL3545042,CHEMBL704"
"GRIK5"	"TEZAMPANEL"	"CHEMBL14935"
"GRIN1"	"ACAMPROSATE CALCIUM,AMANTADINE HYDROCHLORIDE,AV-101,AZD8108,CERC-301,CHEMBL334533,CNS-5161,DELUCEMINE,DIMIRACETAM,ESKETAMINE,ESKETAMINE HYDROCHLORIDE,EVT-101 (CHEMBL3545349),FELBAMATE,GW468816,Indantadol,KETAMINE HYDROCHLORIDE,LANICEMINE,LATREPIRDINE,MEMANTINE,MEMANTINE HYDROCHLORIDE,MORPHINE,NEBOGLAMINE,NERAMEXANE,NERAMEXANE MESYLATE,NRX-1074,ORPHENADRINE,ORPHENADRINE (CHLORIDE),ORPHENADRINE CITRATE,Radiprodil,RALFINAMIDE,RAPASTINEL,TRAXOPRODIL"	"CHEMBL1094,CHEMBL1200395,CHEMBL1201023,CHEMBL1207366,CHEMBL1255840,CHEMBL1569,CHEMBL1699,CHEMBL1714,CHEMBL17350,CHEMBL182066,CHEMBL2068724,CHEMBL2068839,CHEMBL2106798,CHEMBL2107647,CHEMBL2107771,CHEMBL2110814,CHEMBL2110954,CHEMBL2364609,CHEMBL334533,CHEMBL337612,CHEMBL3544917,CHEMBL3545230,CHEMBL3545349,CHEMBL3545351,CHEMBL3707355,CHEMBL3707400,CHEMBL395091,CHEMBL41306,CHEMBL589390,CHEMBL70,CHEMBL807,CHEMBL900"
"GRIN2A"	"(D)-SERINE,ACAMPROSATE CALCIUM,AMANTADINE HYDROCHLORIDE,ASPARTIC ACID,AV-101,AZD8108,CGP-37849,CHEMBL1184349,CHEMBL140784,CHEMBL173031,CHEMBL191838,CHEMBL22304,CHEMBL2333945,CHEMBL273636,CHEMBL280828,CHEMBL287327,CHEMBL31741,CHEMBL50267,CNS-5161,CONANTOKIN G,D-ASPARTATE,DELUCEMINE,DEXTROMETHORPHAN HYDROBROMIDE MONOHYDRATE,DEXTROMETHORPHAN POLISTIREX,DIZOCILPINE,ESKETAMINE,ESKETAMINE HYDROCHLORIDE,FELBAMATE,GLYCINE,GW468816,Indantadol,KETAMINE,KETAMINE HYDROCHLORIDE,LANICEMINE,MAGNESIUM,MEMANTINE,MEMANTINE HYDROCHLORIDE,MESORIDAZINE,MODAFINIL,N-METHYL-D-ASPARTIC ACID (NMDA),NEBOGLAMINE,NERAMEXANE MESYLATE,NRX-1074,ORPHENADRINE (CHLORIDE),ORPHENADRINE CITRATE,PHENCYCLIDINE,RALFINAMIDE,RAPASTINEL,SELFOTEL"	"CHEMBL1088,CHEMBL1094,CHEMBL1184349,CHEMBL1200395,CHEMBL1201023,CHEMBL1201461,CHEMBL1207366,CHEMBL1255840,CHEMBL1256818,CHEMBL1373,CHEMBL140784,CHEMBL1569,CHEMBL1699,CHEMBL1714,CHEMBL173031,CHEMBL191838,CHEMBL2068724,CHEMBL2106798,CHEMBL2107647,CHEMBL2107771,CHEMBL2110814,CHEMBL2146125,CHEMBL22304,CHEMBL2333945,CHEMBL2364609,CHEMBL273636,CHEMBL274323,CHEMBL275528,CHEMBL280828,CHEMBL284237,CHEMBL285123,CHEMBL287327,CHEMBL291278,CHEMBL29757,CHEMBL29811,CHEMBL31741,CHEMBL3544917,CHEMBL3545230,CHEMBL3545351,CHEMBL3707355,CHEMBL3707400,CHEMBL395091,CHEMBL39664,CHEMBL41306,CHEMBL50267,CHEMBL525025,CHEMBL742,CHEMBL773,CHEMBL807"
"GRIN2B"	"(D)-SERINE,ACAMPROSATE CALCIUM,AMANTADINE HYDROCHLORIDE,ASPARTIC ACID,AV-101,AZD8108,BESONPRODIL,CERC-301,CGP-37849,CHEMBL1184349,CHEMBL140784,CHEMBL173031,CHEMBL191838,CHEMBL22304,CHEMBL273636,CHEMBL280828,CHEMBL287327,CHEMBL31741,CHEMBL334533,CHEMBL50267,CNS-5161,CONANTOKIN G,D-ASPARTATE,DELUCEMINE,DIMIRACETAM,DIZOCILPINE,ESKETAMINE,ESKETAMINE HYDROCHLORIDE,EVT-101 (CHEMBL3545349),FELBAMATE,GLYCINE,GW468816,Indantadol,KETAMINE,KETAMINE HYDROCHLORIDE,LANICEMINE,LATREPIRDINE,MAGNESIUM,MEMANTINE,MEMANTINE HYDROCHLORIDE,MESORIDAZINE,MODAFINIL,N-METHYL-D-ASPARTIC ACID (NMDA),NEBOGLAMINE,NERAMEXANE,NERAMEXANE MESYLATE,NRX-1074,ORPHENADRINE (CHLORIDE),ORPHENADRINE CITRATE,PHENCYCLIDINE,Radiprodil,RALFINAMIDE,RAPASTINEL,SELFOTEL,TRAXOPRODIL"	"CHEMBL1088,CHEMBL1094,CHEMBL1184349,CHEMBL1200395,CHEMBL1201023,CHEMBL1207366,CHEMBL1255840,CHEMBL1373,CHEMBL140784,CHEMBL1569,CHEMBL1699,CHEMBL1714,CHEMBL173031,CHEMBL17350,CHEMBL182066,CHEMBL191838,CHEMBL2068724,CHEMBL2068839,CHEMBL2106798,CHEMBL2107647,CHEMBL2107771,CHEMBL2110814,CHEMBL2110954,CHEMBL2146125,CHEMBL219631,CHEMBL22304,CHEMBL2364609,CHEMBL273636,CHEMBL274323,CHEMBL275528,CHEMBL280828,CHEMBL284237,CHEMBL285123,CHEMBL287327,CHEMBL291278,CHEMBL29757,CHEMBL29811,CHEMBL31741,CHEMBL334533,CHEMBL337612,CHEMBL3544917,CHEMBL3545230,CHEMBL3545349,CHEMBL3545351,CHEMBL3707355,CHEMBL3707400,CHEMBL395091,CHEMBL39664,CHEMBL41306,CHEMBL50267,CHEMBL525025,CHEMBL589390,CHEMBL742,CHEMBL773,CHEMBL807"
"GRIN2C"	"(D)-SERINE,ACAMPROSATE CALCIUM,AMANTADINE HYDROCHLORIDE,ASPARTIC ACID,AV-101,AZD8108,CGP-37849,CHEMBL1184349,CHEMBL140784,CHEMBL173031,CHEMBL191838,CHEMBL22304,CHEMBL280828,CHEMBL287327,CHEMBL31741,CHEMBL50267,CNS-5161,CONANTOKIN G,D-ASPARTATE,DELUCEMINE,DEXTROMETHORPHAN,DEXTRORPHAN,DIMIRACETAM,DIZOCILPINE,ESKETAMINE,ESKETAMINE HYDROCHLORIDE,FELBAMATE,GLYCINE,GW468816,Indantadol,KETAMINE,KETAMINE HYDROCHLORIDE,LANICEMINE,LATREPIRDINE,LEVORPHANOL,MAGNESIUM,MEMANTINE HYDROCHLORIDE,MESORIDAZINE,MODAFINIL,N-METHYL-D-ASPARTIC ACID (NMDA),NEBOGLAMINE,NERAMEXANE MESYLATE,NRX-1074,ORPHENADRINE (CHLORIDE),ORPHENADRINE CITRATE,PHENCYCLIDINE,PHORBOL MYRISTATE ACETATE,RALFINAMIDE,RAPASTINEL,SELFOTEL"	"CHEMBL1088,CHEMBL1094,CHEMBL1184349,CHEMBL1200395,CHEMBL1201023,CHEMBL1207366,CHEMBL1254766,CHEMBL1255840,CHEMBL1373,CHEMBL140784,CHEMBL1569,CHEMBL1699,CHEMBL1714,CHEMBL173031,CHEMBL191838,CHEMBL2068724,CHEMBL2106798,CHEMBL2107647,CHEMBL2107771,CHEMBL2110814,CHEMBL2146125,CHEMBL22304,CHEMBL2364609,CHEMBL274323,CHEMBL275528,CHEMBL279115,CHEMBL280828,CHEMBL284237,CHEMBL285123,CHEMBL287327,CHEMBL291278,CHEMBL29757,CHEMBL29811,CHEMBL31741,CHEMBL337612,CHEMBL3544917,CHEMBL3545230,CHEMBL3545351,CHEMBL3707355,CHEMBL3707400,CHEMBL395091,CHEMBL39664,CHEMBL41306,CHEMBL50267,CHEMBL52440,CHEMBL525025,CHEMBL589390,CHEMBL592,CHEMBL742,CHEMBL773"
"GRIN2D"	"ACAMPROSATE CALCIUM,AMANTADINE HYDROCHLORIDE,AV-101,AZD8108,CHEMBL334533,CNS-5161,DELUCEMINE,DIMIRACETAM,ESKETAMINE,ESKETAMINE HYDROCHLORIDE,FELBAMATE,GW468816,Indantadol,KETAMINE HYDROCHLORIDE,LANICEMINE,LATREPIRDINE,MEMANTINE HYDROCHLORIDE,NEBOGLAMINE,NERAMEXANE MESYLATE,NRX-1074,ORPHENADRINE,ORPHENADRINE (CHLORIDE),ORPHENADRINE CITRATE,RALFINAMIDE,RAPASTINEL"	"CHEMBL1094,CHEMBL1200395,CHEMBL1201023,CHEMBL1207366,CHEMBL1255840,CHEMBL1569,CHEMBL1699,CHEMBL1714,CHEMBL2068724,CHEMBL2106798,CHEMBL2107647,CHEMBL2107771,CHEMBL2110814,CHEMBL2364609,CHEMBL334533,CHEMBL337612,CHEMBL3544917,CHEMBL3545230,CHEMBL3545351,CHEMBL3707355,CHEMBL3707400,CHEMBL395091,CHEMBL41306,CHEMBL589390,CHEMBL900"
"GRIN3A"	"ACAMPROSATE,ACAMPROSATE CALCIUM,AMANTADINE HYDROCHLORIDE,AV-101,AZD8108,CHEMBL334533,CNS-5161,DELUCEMINE,DEXTROMETHORPHAN,ESKETAMINE,ESKETAMINE HYDROCHLORIDE,FELBAMATE,GW468816,Indantadol,KETAMINE,KETAMINE HYDROCHLORIDE,LANICEMINE,LATREPIRDINE,MEMANTINE,MEMANTINE HYDROCHLORIDE,NEBOGLAMINE,NERAMEXANE,NERAMEXANE MESYLATE,NRX-1074,ORPHENADRINE,ORPHENADRINE (CHLORIDE),ORPHENADRINE CITRATE,RALFINAMIDE,RAPASTINEL"	"CHEMBL1094,CHEMBL1200395,CHEMBL1201023,CHEMBL1201293,CHEMBL1207366,CHEMBL1255840,CHEMBL1569,CHEMBL1699,CHEMBL1714,CHEMBL2068724,CHEMBL2106798,CHEMBL2107647,CHEMBL2107771,CHEMBL2110814,CHEMBL2110954,CHEMBL2364609,CHEMBL334533,CHEMBL3544917,CHEMBL3545230,CHEMBL3545351,CHEMBL3707355,CHEMBL3707400,CHEMBL395091,CHEMBL41306,CHEMBL52440,CHEMBL589390,CHEMBL742,CHEMBL807,CHEMBL900"
"GRIN3B"	"ACAMPROSATE CALCIUM,AMANTADINE HYDROCHLORIDE,AV-101,AZD8108,CHEMBL334533,CNS-5161,DELUCEMINE,ESKETAMINE,ESKETAMINE HYDROCHLORIDE,FELBAMATE,GW468816,Indantadol,KETAMINE HYDROCHLORIDE,LANICEMINE,LATREPIRDINE,MEMANTINE HYDROCHLORIDE,NEBOGLAMINE,NERAMEXANE MESYLATE,NRX-1074,ORPHENADRINE,ORPHENADRINE (CHLORIDE),ORPHENADRINE CITRATE,RALFINAMIDE,RAPASTINEL"	"CHEMBL1094,CHEMBL1200395,CHEMBL1201023,CHEMBL1207366,CHEMBL1255840,CHEMBL1569,CHEMBL1699,CHEMBL1714,CHEMBL2068724,CHEMBL2106798,CHEMBL2107647,CHEMBL2107771,CHEMBL2110814,CHEMBL2364609,CHEMBL334533,CHEMBL3544917,CHEMBL3545230,CHEMBL3545351,CHEMBL3707355,CHEMBL3707400,CHEMBL395091,CHEMBL41306,CHEMBL589390,CHEMBL900"
"GRK1"	"BALANOL"	"CHEMBL60254"
"GRK3"	"CHEMBL327745,CHEMBL442494,CORTISTATIN-14,ORPHENADRINE (CHLORIDE),SUBSTANCE P,TRANYLCYPROMINE"	"CHEMBL1201023,CHEMBL235363,CHEMBL2448526,CHEMBL313833,CHEMBL327745,CHEMBL442494"
"GRK4"	"BALANOL"	"CHEMBL60254"
"GRK5"	NA	NA
"GRK6"	"BALANOL"	"CHEMBL60254"
"GRK7"	"BALANOL"	"CHEMBL60254"
"GRM1"	"CAFFEINE,CHEMBL1082810,CHEMBL1517556,CHEMBL174588,CHEMBL175643,CHEMBL1771389,CHEMBL1951658,CHEMBL1951683,CHEMBL2164551,CHEMBL2205377,CHEMBL2205915,CHEMBL223869,CHEMBL236994,CHEMBL241327,CHEMBL254575,CHEMBL313938,CHEMBL369459,CHEMBL39372,CHEMBL396712,CHEMBL432038,CHEMBL502882,CHEMBL578995,CHEMBL579062,CHEMBL94631,CHOLINE CHLORIDE,CPCCOET,FLUOCINOLONE ACETONIDE,GANCICLOVIR,INOSITOL,MORPHINE,SCH-58261"	"CHEMBL1082810,CHEMBL113,CHEMBL1222251,CHEMBL1517556,CHEMBL17127,CHEMBL174588,CHEMBL175643,CHEMBL1771389,CHEMBL182,CHEMBL1951658,CHEMBL1951683,CHEMBL2164551,CHEMBL2205377,CHEMBL2205915,CHEMBL223869,CHEMBL236994,CHEMBL241327,CHEMBL254575,CHEMBL282468,CHEMBL313938,CHEMBL337583,CHEMBL369459,CHEMBL39372,CHEMBL396712,CHEMBL432038,CHEMBL502882,CHEMBL578995,CHEMBL579062,CHEMBL70,CHEMBL94631,CHEMBL989"
"GRM2"	"CHEMBL105296,CHEMBL108939,CHEMBL1094763,CHEMBL1629855,CHEMBL182371,CHEMBL2029821,CHEMBL2179319,CHEMBL284193,CHEMBL299683,CHEMBL321968,CHEMBL34453,CHEMBL40086,CHEMBL432038,CHEMBL593013,CHEMBL595759,CHEMBL605836,CHOLECALCIFEROL,DECOGLURANT,EGLUMEGAD,LY-379268,LY2969822,LY2979165,LY404039,PD-173074,POMAGLUMETAD METHIONIL"	"CHEMBL1042,CHEMBL105296,CHEMBL108939,CHEMBL1094763,CHEMBL1629855,CHEMBL182371,CHEMBL189584,CHEMBL2029821,CHEMBL2106523,CHEMBL2110730,CHEMBL2179319,CHEMBL275079,CHEMBL284193,CHEMBL299683,CHEMBL321968,CHEMBL3301593,CHEMBL34453,CHEMBL3544939,CHEMBL3545270,CHEMBL375611,CHEMBL40086,CHEMBL432038,CHEMBL593013,CHEMBL595759,CHEMBL605836"
"GRM3"	"CHEMBL1629855,CHEMBL284193,CHEMBL299683,CHEMBL34453,CHEMBL40086,CHEMBL432038,DECOGLURANT,EGLUMEGAD,EGLUMETAD,ISOSPAGLUMIC ACID,LY-379268,LY2969822,LY404039,POMAGLUMETAD METHIONIL"	"CHEMBL1329032,CHEMBL1629855,CHEMBL2106523,CHEMBL2110730,CHEMBL275079,CHEMBL284193,CHEMBL299683,CHEMBL3301593,CHEMBL34453,CHEMBL3545270,CHEMBL375611,CHEMBL40086,CHEMBL432038,CHEMBL8759"
"GRM4"	"CHEMBL1209431,CHEMBL143210,CHEMBL212233,CHEMBL277475,CHEMBL3114673,CHEMBL33567,CHEMBL432038,CHEMBL473806,CHEMBL477396,CHEMBL578988,CHEMBL66654,CHEMBL88612,DEXFOSFOSERINE,DIMETHYLFORMAMIDE,NORETHINDRONE,TOLTERODINE"	"CHEMBL1162,CHEMBL1209431,CHEMBL1382,CHEMBL143210,CHEMBL212233,CHEMBL268291,CHEMBL277475,CHEMBL284377,CHEMBL3114673,CHEMBL33567,CHEMBL432038,CHEMBL473806,CHEMBL477396,CHEMBL578988,CHEMBL66654,CHEMBL88612"
"GRM5"	"ACAMPROSATE,ALCOHOL,AZD2066,AZD2516,BASIMGLURANT,DIPRAGLURANT,FENOBAM,GANCICLOVIR,LY545694,MAVOGLURANT,Raseglurant,RG7342,STX107"	"CHEMBL1201293,CHEMBL182,CHEMBL2346738,CHEMBL239800,CHEMBL3087515,CHEMBL3301626,CHEMBL3545036,CHEMBL3545037,CHEMBL3545161,CHEMBL3545164,CHEMBL3545203,CHEMBL3545346,CHEMBL545"
"GRM6"	"CHEMBL143210,CHEMBL277475,CHEMBL3114673,CHEMBL33567,CHEMBL34453,CHEMBL432038,CHEMBL86508,DEXFOSFOSERINE,EGLUMEGAD,LY-379268"	"CHEMBL143210,CHEMBL2106523,CHEMBL275079,CHEMBL277475,CHEMBL284377,CHEMBL3114673,CHEMBL33567,CHEMBL34453,CHEMBL432038,CHEMBL86508"
"GRM7"	"CHEMBL1488784,CHEMBL1609272,CHEMBL1613220,CHEMBL277475,CHEMBL284193,CHEMBL299683,CHEMBL3114673,CHEMBL33567,CHEMBL34453,CHEMBL41013,CHEMBL432038,CHEMBL86508,DEXFOSFOSERINE"	"CHEMBL1488784,CHEMBL1609272,CHEMBL1613220,CHEMBL277475,CHEMBL284193,CHEMBL284377,CHEMBL299683,CHEMBL3114673,CHEMBL33567,CHEMBL34453,CHEMBL41013,CHEMBL432038,CHEMBL86508"
"GRM8"	"CHEMBL1319383,CHEMBL143210,CHEMBL277475,CHEMBL284193,CHEMBL33567,CHEMBL34453,CHEMBL432038,CHEMBL86508,DEXFOSFOSERINE,EGLUMEGAD,TRIAMCINOLONE DIACETATE"	"CHEMBL1200449,CHEMBL1319383,CHEMBL143210,CHEMBL2106523,CHEMBL277475,CHEMBL284193,CHEMBL284377,CHEMBL33567,CHEMBL34453,CHEMBL432038,CHEMBL86508"
"GRP"	"ALBUMIN HUMAN,ATROPINE SULFATE,FUROSEMIDE,NALOXONE,NIFEDIPINE,RANITIDINE,THYROTROPIN"	"CHEMBL1201451,CHEMBL1201532,CHEMBL1790041,CHEMBL193,CHEMBL2146146,CHEMBL35,CHEMBL80"
"GRPR"	"BOMBESIN,CHEMBL1161480,CHEMBL1672354,CHEMBL3187503,CHEMBL329650,CHEMBL403317,CHEMBL405908,CHEMBL45002,CYSTETINE TRIPHOSPHATE,CYTIDINE,DESOXYCORTICOSTERONE,GALLAMINE TRIETHIODIDE"	"CHEMBL1161480,CHEMBL1200993,CHEMBL1498,CHEMBL1672354,CHEMBL223533,CHEMBL3187503,CHEMBL329650,CHEMBL403317,CHEMBL405908,CHEMBL437027,CHEMBL45002,CHEMBL95606"
"GSK3A"	"ALOISINE A,AZD-1080,CHEMBL322970,CHIR-99021,LITHIUM CARBONATE,LITHIUM CITRATE HYDRATE,LY-2090314,SB-216763,Tideglusib"	"CHEMBL102714,CHEMBL1200826,CHEMBL1969664,CHEMBL2103738,CHEMBL322970,CHEMBL3545157,CHEMBL362558,CHEMBL412142,CHEMBL75680"
"GSK3B"	"ALSTERPAULLONE,AT-9283,AZD-1080,BX-795,CHEMBL1082552,CHEMBL1236539,CHEMBL284861,CHEMBL311228,CHEMBL322970,CHEMBL359482,CHEMBL405759,CHEMBL524266,CHIR-99021,ENZASTAURIN,ISOGRANULATIMIDE,KENPAULLONE,LITHIUM CARBONATE,LITHIUM CITRATE HYDRATE,LY-2090314,QUINOXALINE1,RGB-286638,SB-216763,Tideglusib"	"CHEMBL102714,CHEMBL1082552,CHEMBL1200826,CHEMBL1236539,CHEMBL1969664,CHEMBL2103738,CHEMBL259389,CHEMBL284861,CHEMBL296586,CHEMBL300138,CHEMBL311228,CHEMBL322970,CHEMBL3545083,CHEMBL3545157,CHEMBL359482,CHEMBL362558,CHEMBL405759,CHEMBL412142,CHEMBL413188,CHEMBL495727,CHEMBL50894,CHEMBL524266,CHEMBL577784"
"GSR"	"AMIFOSTINE,BECAMPANEL,BICIFADINE,CARMUSTINE,CARVEDILOL,CEFOTAXIME,CHEMBL136800,CHEMBL197726,CHEMBL320642,CHEMBL387049,DESFLURANE,ENALAPRIL,ENFLURANE,GOSERELIN ACETATE,HALOTHANE,LANSOPRAZOLE,LEVOFLOXACIN,MISONIDAZOLE,OFLOXACIN,OLESOXIME,ONDANSETRON,OXIGLUTATIONE,QUERCETIN,RETINOL,SEVOFLURANE,TALAMPANEL,THYROXINE,VITAMIN E"	"CHEMBL1006,CHEMBL1200501,CHEMBL1200694,CHEMBL1200733,CHEMBL1257,CHEMBL136800,CHEMBL1372,CHEMBL1730,CHEMBL197726,CHEMBL2107735,CHEMBL320642,CHEMBL33,CHEMBL3545254,CHEMBL387049,CHEMBL4,CHEMBL42115,CHEMBL42161,CHEMBL46,CHEMBL47,CHEMBL480,CHEMBL50,CHEMBL511099,CHEMBL513,CHEMBL578,CHEMBL61872,CHEMBL723,CHEMBL931,CHEMBL986"
"GSTA1"	"ETHACRYNIC ACID,PHENOBARBITAL"	"CHEMBL40,CHEMBL456"
"GSTM1"	"CHLORAMBUCIL,CURCUMIN,DICUMAROL,DOCETAXEL,IRINOTECAN,LUTEIN,METHOTREXATE,NITROGLYCERIN,PREDNISONE,SULFORAPHANE,TROGLITAZONE"	"CHEMBL116438,CHEMBL1466,CHEMBL173929,CHEMBL34259,CHEMBL408,CHEMBL481,CHEMBL48802,CHEMBL515,CHEMBL635,CHEMBL730,CHEMBL92"
"GSTO1"	"ARSENIC TRIOXIDE"	"CHEMBL1200978"
"GSTP1"	"ALCOHOL,AZACITIDINE,BUSULFAN,CAMPTOTHECIN,CANFOSFAMIDE,CARBOPLATIN,CURCUMIN,CYCLOPHOSPHAMIDE,CYTARABINE,DAUNORUBICIN,DECITABINE,DEXAMETHASONE,DITIOCARB,DOCETAXEL,DROLOXIFENE,ETHACRYNIC ACID,EXATECAN MESYLATE,EZATIOSTAT,EZATIOSTAT HYDROCHLORIDE,GARLIC,HYDROQUINONE,IFOSFAMIDE,IRINOTECAN,LYCOPENE,MECHLORETHAMINE HYDROCHLORIDE,MELPHALAN,MIFEPRISTONE,MISONIDAZOLE,OMEPRAZOLE,OXALIPLATIN,PACLITAXEL,PERFOSFAMIDE,PREDNISONE,PRIDINOL,RESVERATROL,SELENOMETHIONINE,SODIUM BUTYRATE,SULFORAPHANE,VERAPAMIL,VITAMIN E"	"CHEMBL1024,CHEMBL113178,CHEMBL116438,CHEMBL1201001,CHEMBL1201129,CHEMBL1276308,CHEMBL1351,CHEMBL1489,CHEMBL1503,CHEMBL165,CHEMBL178,CHEMBL2103810,CHEMBL2106563,CHEMBL2108463,CHEMBL2110585,CHEMBL2111086,CHEMBL384467,CHEMBL404215,CHEMBL414804,CHEMBL42161,CHEMBL428647,CHEMBL456,CHEMBL47,CHEMBL481,CHEMBL487,CHEMBL48802,CHEMBL501174,CHEMBL537,CHEMBL545,CHEMBL61511,CHEMBL62381,CHEMBL635,CHEMBL65,CHEMBL6966,CHEMBL803,CHEMBL820,CHEMBL852,CHEMBL88,CHEMBL92,CHEMBL961"
"GSTT1"	"CISPLATIN (CHEMBL2068237),EPOETIN BETA,PACLITAXEL"	"CHEMBL2068237,CHEMBL2109092,CHEMBL428647"
"GTF2B"	NA	NA
"GUCA2A"	"ATROPINE,LACTOSE, ANHYDROUS,VOLANESORSEN SODIUM"	"CHEMBL3544989,CHEMBL417016,CHEMBL517712"
"GUCA2B"	"POLYETHYLENE GLYCOL,VOLANESORSEN SODIUM"	"CHEMBL1201478,CHEMBL3544989"
"GUCY1A2"	"CHEMBL1236936,CHEMBL374385,CHEMBL598952,ISOSORBIDE DINITRATE,ISOSORBIDE MONONITRATE,NAPROXCINOD,NITRIC OXIDE,NITROGLYCERIN,RIOCIGUAT,SODIUM NITROPRUSSIDE"	"CHEMBL1200689,CHEMBL1236936,CHEMBL1311,CHEMBL136478,CHEMBL2103831,CHEMBL2107834,CHEMBL374385,CHEMBL598952,CHEMBL6622,CHEMBL730"
"GUCY1A3"	"ISOSORBIDE DINITRATE,ISOSORBIDE MONONITRATE,NITRIC OXIDE,NITROGLYCERIN,RIOCIGUAT,SODIUM NITROPRUSSIDE"	"CHEMBL1200689,CHEMBL1311,CHEMBL136478,CHEMBL2107834,CHEMBL6622,CHEMBL730"
"GUCY1B2"	"ISOSORBIDE DINITRATE,ISOSORBIDE MONONITRATE,NITRIC OXIDE,NITROGLYCERIN,RIOCIGUAT,SODIUM NITROPRUSSIDE"	"CHEMBL1200689,CHEMBL1311,CHEMBL136478,CHEMBL2107834,CHEMBL6622,CHEMBL730"
"GUCY1B3"	"ISOSORBIDE DINITRATE,ISOSORBIDE MONONITRATE,NITRIC OXIDE,NITROGLYCERIN,RIOCIGUAT,SODIUM NITROPRUSSIDE"	"CHEMBL1200689,CHEMBL1311,CHEMBL136478,CHEMBL2107834,CHEMBL6622,CHEMBL730"
"GUCY2C"	"LINACLOTIDE,LINACLOTIDE ACETATE,PANITUMUMAB,PIRIBEDIL (CHEMBL1371770),PLECANATIDE"	"CHEMBL1201827,CHEMBL1371770,CHEMBL2103867,CHEMBL3301675,CHEMBL3301676"
"GUCY2F"	"DIAZOXIDE,DICLOXACILLIN"	"CHEMBL181,CHEMBL893"
"GYPA"	"CHEMBL411250,ETHER,GIRENTUXIMAB,NEOMYCIN"	"CHEMBL16264,CHEMBL1743027,CHEMBL184618,CHEMBL411250"
